36561 59.6338 59.5732 58.8965 61.2439 58.3883 58.0077 57.4859 54.8681 54.6179 52.734 48.6342 6.971 6.47746 7.31215 10.4563 9.17042 10.008 11.411 12.7923 17.0629 24.9321 31.7472 
36622 59.9749 59.3969 60.0273 59.8661 58.1825 58.1576 56.7002 54.9265 53.8776 52.0485 47.5929 7.55055 7.12694 7.90949 9.29318 8.68639 10.111 11.4384 13.055 17.3082 24.6522 31.792 
36811 59.7681 59.989 59.4424 59.0002 58.5637 57.7086 56.6246 55.2963 53.5537 52.1761 46.9653 7.95489 7.67621 7.49586 8.0591 8.6308 9.79985 11.0535 13.5166 17.1231 24.2795 32.6405 
36907 60.8279 60.7922 60.5361 59.8044 59.3693 58.7277 57.4859 56.6741 54.6943 52.6255 47.0449 8.06124 7.82003 7.85331 8.20015 8.76513 9.62816 11.411 13.7193 17.3217 24.6769 32.2056 
36938 61.197 60.4677 60.2113 60.0975 59.1139 58.1751 57.1818 55.8595 54.7719 52.3908 47.9765 8.74616 7.36805 7.39959 8.40891 8.80331 9.46232 11.2083 13.6504 17.5799 24.7949 32.2344 
36959 61.0483 60.7922 60.7922 60.0241 59.7054 58.1331 57.4859 56.1108 55.0966 52.2829 46.8264 7.78702 7.82003 7.82003 7.92074 9.21764 9.21103 11.411 13.5881 17.7549 24.5377 32.3742 
36978 60.8279 60.5014 59.955 59.5121 58.8193 58.4301 57.4353 55.9838 54.4476 52.4997 47.2461 8.06124 7.61082 7.43141 7.98933 8.59302 9.42065 11.1582 14.1646 17.4027 25.051 33.1684 
36997 60.2801 60.2452 59.955 59.7681 59.0749 58.2181 58.5123 56.4852 54.7719 52.6255 47.4627 7.88688 7.64338 7.43141 7.95489 8.55556 9.71325 12.5014 14.0362 17.5799 24.6769 32.9977 
37014 60.5014 60.7576 60.7922 60.3161 59.6646 58.4729 57.6889 55.9211 54.4476 52.4118 47.5309 7.61082 7.57854 7.82003 8.1301 8.97263 9.67052 11.1085 13.9078 17.4027 24.1633 33.6901 
37032 60.5361 60.6602 60.8279 60.0602 59.6646 58.2181 57.1818 55.7991 54.6179 52.4118 48.1045 7.85331 6.85247 8.06124 8.16498 8.97263 9.71325 11.2083 13.3925 17.0629 24.1633 33.6047 
37053 54.3703 61.3398 61.3763 60.6861 59.4503 58.5169 57.1321 55.8595 54.4476 52.0479 46.8884 3.27049 7.99352 8.23248 8.82038 9.25755 9.92001 10.9541 13.6504 17.4027 24.6559 33.0768 
37074 60.7576 60.2113 60.572 60.3532 59.3305 58.1751 57.1818 56.1108 54.4476 52.0479 47.604 7.57854 7.39959 8.09552 8.37303 8.51842 9.46232 11.2083 13.5881 17.4027 24.6559 33.2586 
37093 61.708 61.197 60.2452 59.8044 59.0749 58.1751 57.4859 56.1721 54.5255 50.0272 47.8894 8.67317 8.74616 7.64338 8.20015 8.55556 9.46232 11.411 13.8444 17.6619 18.9967 33.7758 
37113 60.7922 60.5014 60.5361 60.0975 59.3693 60.5874 58.0963 56.799 54.7719 52.734 47.8203 7.82003 7.61082 7.85331 8.40891 8.76513 12.3167 11.8099 14.226 17.5799 24.9321 33.0888 
37136 60.572 60.2113 60.2801 58.2049 59.003 60.0714 57.8434 57.0496 54.7719 53.3117 46.4697 8.09552 7.39959 7.88688 5.8625 2.76213 11.1649 11.8623 14.1622 17.5799 24.9498 32.2756 
37162 62.6802 60.724 60.5361 60.0602 59.3693 58.4301 57.7393 56.4231 54.1474 52.9685 48.1781 9.73423 7.33677 7.85331 8.16498 8.76513 9.42065 11.3602 13.7816 16.3587 24.8142 33.1785 
37183 61.1205 60.7576 60.4677 60.0602 59.4093 58.0923 56.8783 56.1108 54.6943 52.2829 47.3224 8.26717 7.57854 7.36805 8.16498 9.01151 8.95937 11.0035 13.5881 17.3217 24.5377 32.7352 
37208 61.1205 60.7576 60.2452 60.0602 58.4198 59.4177 57.897 58.3769 54.4476 52.3908 46.6083 8.26717 7.57854 7.64338 8.16498 0.507029 10.5278 12.1126 15.1439 17.4027 24.7949 32.5443 
37237 60.7922 60.4351 60.5361 60.0602 59.0749 58.1751 57.1818 55.8595 54.4476 52.4997 46.7478 7.82003 7.12502 7.85331 8.16498 8.55556 9.46232 11.2083 13.6504 17.4027 25.051 32.8114 
37263 60.572 60.724 60.7922 48.6198 59.037 58.2181 57.4353 56.1108 54.201 52.1562 46.6885 8.09552 7.33677 7.82003 1.82797 8.30749 9.71325 11.1582 13.5881 17.4844 24.914 32.1063 
