43750 32.7633 33.2321 32.6438 32.4663 32.5526 31.8859 31.2894 29.9708 28.8636 27.4846 26.5334 9.53664 8.94946 8.19426 9.16235 10.0607 11.2188 12.8882 14.9951 19.8954 31.1486 47.7639 
43774 33.3434 33.6887 33.3946 33.323 33.0006 32.4738 31.8665 30.5643 29.3087 27.753 26.2489 8.70989 8.17173 7.79414 8.49303 9.25194 10.5615 12.1886 14.458 19.3226 30.5123 47.1887 
43815 36.4536 36.4536 35.9098 36.2634 35.532 35.1006 33.7112 32.7256 31.3886 29.4003 26.8687 6.92345 6.92345 6.61346 7.78356 8.36589 9.32359 11.0515 13.707 18.7334 29.495 45.3898 
43968 36.6802 36.3949 36.1666 35.9405 35.4953 35.1006 33.4085 32.1031 30.4891 28.6964 25.6121 6.47396 6.1155 6.5663 7.02279 7.95308 9.32359 10.7014 13.0292 18.2813 29.1047 42.546 
43996 37.7077 37.3973 37.4508 37.2235 37.0319 36.1213 35.0292 33.731 31.552 29.7527 25.9954 6.29682 5.55297 6.34019 6.77957 7.62107 9.05789 11.0612 13.2908 18.1381 29.6831 41.7755 
44014 37.7077 37.1939 36.937 36.9985 35.973 35.3151 34.425 32.917 30.9804 29.1755 25.6304 6.29682 6.38416 6.42875 7.22432 7.43141 8.84181 10.3818 13.1632 17.9814 29.7449 41.7295 
44038 32.4848 32.4354 32.5424 32.0291 31.8051 30.854 29.963 28.6545 27.2195 25.8096 22.177 5.93742 5.02907 6.84277 6.95296 7.47156 8.67317 10.4375 13.0334 18.2629 29.389 40.7462 
44068 34.0278 34.7995 34.285 34.3395 34.1454 33.4874 32.5988 31.5997 29.6717 27.8936 24.1956 5.66729 5.5412 5.62463 6.48307 7.39401 8.88066 10.508 13.2405 18.2771 29.4156 40.6677 
44103 37.737 37.1661 36.909 36.7102 36.2634 35.6109 34.4726 33.4795 31.3065 29.9228 25.5167 6.68691 5.98815 6.03001 6.87482 7.78356 9.18884 10.8044 13.3925 18.2854 31.2184 39.6569 
44132 39.7638 39.5346 38.9926 38.5072 38.3473 37.9488 36.8066 35.3595 33.4325 32.1405 27.3713 5.97002 6.38156 6.08853 6.55255 7.74777 9.0132 10.5208 13.5283 18.0147 31.5169 39.2513 
44157 40.0209 39.4805 38.9926 39.3075 38.6034 37.9488 36.8547 35.0482 33.6784 32.0062 27.2085 5.93153 5.63594 6.08853 6.79788 7.69605 9.0132 10.9159 13.2163 17.8787 31.1225 38.8298 
44192 43.4169 43.1886 42.9318 42.1924 41.7466 41.0933 40.3012 38.5567 36.2109 34.8877 29.1091 6.15184 6.52954 6.56876 7.03794 7.82908 9.04757 11.0937 13.5704 18.3056 30.7453 37.7857 
44228 43.8792 43.6739 43.4169 42.9318 42.515 42.1552 40.7603 39.1201 37.3552 36.0407 30.4013 5.40833 6.1155 6.15184 6.56876 7.68672 9.17354 10.5973 13.7608 18.5603 30.6114 37.7468 
44259 43.6471 43.4169 42.8757 42.9318 42.2944 41.6039 40.8086 39.1201 37.0283 35.5564 29.7257 5.77812 6.15184 5.88245 6.56876 8.08058 8.93561 10.9541 13.7608 18.3085 30.1065 36.8699 
44293 43.9591 43.4169 43.7022 43.2187 42.5503 41.9 41.0624 39.0003 37.6004 35.9098 29.6278 6.4146 6.15184 6.45246 6.86999 8.03166 9.22989 10.8855 13.0231 18.4349 30.2564 35.7701 
44324 44.445 44.188 43.4169 42.9621 42.515 41.9 40.7603 39.3109 37.3552 35.7803 29.6886 6.00901 6.04409 6.15184 6.91123 7.68672 9.22989 10.5973 13.3052 18.5603 29.8989 35.0738 
44362 44.9867 44.7298 44.2159 44.0198 43.5744 42.6256 41.8729 40.1251 38.0912 36.1333 29.7538 6.26748 6.30363 6.37718 7.08329 7.8417 8.71975 11.0325 13.4096 18.189 30.0499 34.3803 
44406 44.1131 43.9309 43.9309 43.4454 42.7712 42.1552 41.3163 39.5625 37.8457 35.6521 28.7488 5.04245 6.07959 6.07959 6.49077 7.64041 9.17354 10.8178 13.2191 18.3112 29.5388 33.2614 
44448 57.6397 57.1502 56.893 57.0367 56.5898 56.0929 54.5457 52.0992 49.8614 47.707 37.729 5.40379 5.71059 5.7365 7.0284 7.61194 9.54913 11.2034 13.4847 18.4349 29.8989 31.8389 
44527 57.1011 56.9194 56.4331 56.2357 55.6006 55.0305 53.4813 51.6581 49.3712 47.2595 35.9098 5.19443 5.99539 6.31121 6.86369 8.01709 9.46232 11.147 13.8972 18.6247 30.2113 30.2564 
44574 58.1791 58.1544 58.2319 57.5498 56.8807 56.0506 54.4961 52.6624 50.6788 48.1898 36.3288 5.60927 5.35583 6.1155 6.96542 7.83553 9.28857 10.9368 13.627 18.4349 30.2786 28.9358 
44629 60.0051 60.0313 59.4907 59.0896 58.9645 57.878 56.6246 54.5427 51.7414 49.4381 36.5296 5.68603 5.93153 5.73536 6.78305 7.81041 9.25199 11.0535 13.707 18.3444 29.782 26.9277 
44711 71.6109 76.7659 74.2534 74.5807 73.941 72.8472 71.8456 61.5741 67.2661 59.7748 21.994 4.96974 8.1301 7.19923 8.97263 9.65989 11.6688 13.7363 31.0875 32.2854 44.124 23.5523 
44737 60.7768 60.5455 60.0586 59.8903 59.5121 58.3883 57.0835 55.045 52.3136 50.144 36.0889 5.61361 5.88097 6.1768 6.94098 7.98933 9.17042 10.6993 13.5795 18.4349 30.0013 24.5458 
44774 61.2433 61.0598 60.5455 60.1469 59.7328 58.8987 57.3375 55.045 52.5588 49.9203 36.0111 5.08496 5.83127 5.88097 6.91123 7.70933 9.09028 10.6514 13.5795 18.3458 30.1497 23.2526 
45272 132.602 83.7489 86.8542 85.2999 54.4476 59.6046 59.0896 65.0898 69.4689 80.7903 51.3441 nan nan -0.511556 nan 17.4027 19.7708 21.2894 25.6492 33.9266 44.4815 25.0169 
45298 132.602 42.0037 43.5564 42.7792 27.3531 29.9316 29.674 32.6742 34.8637 40.5244 25.8013 -180 nan -45.2558 -90 -36.2986 -35.1146 -34.3553 -32.1754 -28.0367 44.4815 -32.4916 
