0 0 0 0 
1 1237 1137 2374 
2 506 732 1238 
3 199 888 1087 
4 741 1221 1962 
5 1677 995 2672 
6 364 409 773 
7 1206 1378 2584 
8 1990 416 2406 
9 312 1163 1475 
10 1026 506 1532 
11 620 1799 2419 
12 1477 703 2180 
13 1505 1216 2721 
14 732 783 1515 
15 1562 1109 2671 
16 1684 953 2637 
17 1147 1554 2701 
18 848 1137 1985 
19 631 211 842 
