0 0 0 0 
1 1075 390 1465 
2 318 575 893 
3 431 697 1128 
4 701 943 1644 
5 509 763 1272 
6 1205 687 1892 
7 1573 30972 32545 
8 996 1324 2320 
9 912 669 1581 
10 973 1267 2240 
11 979 7265 8244 
12 289 827 1116 
13 1432 1237 2669 
14 1036 543 1579 
15 290 287 577 
16 1048 392 1440 
17 269 429 698 
18 1316 972 2288 
19 1044 645 1689 
