0 0 0 0 
1 672 602 1274 
2 541 1269 1810 
3 586 513 1099 
4 1099 848 1947 
5 1174 1871 3045 
6 1619 490 2109 
7 314 2888 3202 
8 1460 1034 2494 
9 748 874 1622 
10 1059 886 1945 
11 1172 3441 4613 
12 757 1258 2015 
13 486 1262 1748 
14 2306 1218 3524 
15 1435 1072 2507 
16 954 1093 2047 
17 1534 1299 2833 
18 535 515 1050 
19 566 1457 2023 
