0 0 0 0 
1 663 628 1291 
2 1420 198 1618 
3 547 1471 2018 
4 1481 904 2385 
5 1176 2373 3549 
6 1059 1364 2423 
7 387 604 991 
8 581 474 1055 
9 410 298 708 
10 613 348 961 
11 564 613 1177 
12 814 1538 2352 
13 507 637 1144 
14 860 1323 2183 
15 470 371 841 
16 336 838 1174 
17 665 1033 1698 
18 1471 547 2018 
19 479 710 1189 
 
19 1475 666 2141 
