0 684 749 1433 
1 442 400 842 
2 579 896 1475 
3 630 422 1052 
4 824 904 1728 
5 452 858 1310 
6 389 668 1057 
7 293 470 763 
8 702 356 1058 
9 268 293 561 
10 1303 762 2065 
11 878 471 1349 
12 555 1605 2160 
13 384 1097 1481 
14 977 1153 2130 
15 568 568 1136 
16 1304 1270 2574 
17 648 1165 1813 
18 1354 955 2309 
19 1051 1156 2207 
