0 0 0 0 
1 1099 668 1767 
2 984 246 1230 
3 462 301 763 
4 368 1281 1649 
5 466 288 754 
6 1116 302 1418 
7 667 555 1222 
8 929 997 1926 
9 224 408 632 
10 1366 1970 3336 
11 2338 612 2950 
12 373 335 708 
13 899 484 1383 
14 625 612 1237 
15 612 1070 1682 
16 939 985 1924 
17 488 979 1467 
18 698 1376 2074 
19 883 371 1254 
