0 2128
1 18339
2 1340
3 1950
4 19341
5 5599
6 20530
7 6567
8 2051
9 30483
10 96785
11 106083
12 12760
13 8789
14 6808
15 11767
16 58470
17 9394
18 1080
19 5472
